BFRUUFBLURUFRRDFLLRUFDFFLBUDDLLDBBRDDBUULFLDBDLRRBRFBU	U2 B2 D2 B  R2 F' L2 B' D2 L2 R2 D' L' F' L2 F2 L  U' F' R' B	21	8120	true
RRUUURUBURFLRRDFDRBDFLFULULBFDUDRLDFBBRFLBBLUFBDFBLDLD	U  F2 R2 B2 F2 R2 D  U2 F2 U' L' U' B' D' L  B' F' U2 R2	19	632	true
UDDLUFFRBDDLBRBFLRRURBFUDRRLFULDDFFBLFDBLRUUFBRBLBDUUL	D  L' B2 U2 R2 D2 U2 R' D2 L' F2 R  F2 B' L' D  U  L' B  F' L	21	1484	true
RRBFULBFBRBDURRBFFDDUFFLRBLDDUDDRUDLFURBLLLRFLBUUBUDLF	U2 B' U  L2 F  U' D2 L  U2 B2 U2 F2 R2 B2 D  F2 R2 D2 R2 B2 L	21	987	true
RURRURFLRDBDLRFDRLUBFLFDLDFUBLLDFBUUUURRLUDFFBFBDBDBBL	R' B2 F  U' F2 D  R2 D' B2 D2 B2 U  L2 B' L2 F' R2 D' R' D'	20	252	true
UFDUUFBDLUDFRRBBBUDLFUFDRRDFULUDLRRBBFRFLBFLULRRDBLLBD	R' B' U2 R' B2 L  D2 L2 D2 F2 R' B2 L2 D2 F' L2 D' U  L  U2 B'	21	577	true
RFFLUUFBLBLDFRBDBLDRUFFDUDLRRBUDDDLFUDLRLUBRFRLBUBFUBR	U2 B2 L2 D2 B2 R  D2 R  U2 L2 B2 F  D' R' F' D' U2 F' D2 U'	20	1554	true
FFDLUDDBBURLURDRRURDLFFRLFBFRULDBLBFRUBBLUFFDBDDLBURLU	R  U2 D' L' U  R  B' D  R2 U2 F' L2 F  B2 R2 U2 B' D2 F  U2 L	21	847	true
UBDBUFBRDRDFRRLFLBRBBUFDBLDUBRUDFUFDRUUFLRLLLLDFDBRLUF	L2 B2 L2 F2 U  B2 D2 R2 U2 R2 B2 U' L' D' U  L  F' D2 L' R  B	21	345	true
RDDRUBRFURULRRLLFDUDFFFDUUFLLUBDUFRBDBBFLLLLBBBFDBRRUD	F' U  B2 U2 B  U2 R' F' L' U  L2 B2 D2 L2 D' F2 U'	17	566	true
RBDLUBBDLDDRFRULFUDRBBFLFFDUDFRDRBLLUDRFLLLBRFUBRBUFUU	L2 U2 L' B2 F2 U' B2 U  R2 D2 U  L2 B2 U  R  F  D  U' B  L' R	21	2171	true
UBUDUDDRLDLFFRBFFBFUBFFLUBLFRDLDRBFLBBRDLURULRURLBRUDD	F' L2 D  F2 D' L2 D' U2 B2 L2 R2 F2 R' F  L' U' R  B' U2 F  L'	21	2279	true
URBLURLLLFDDFRURFUBBDDFLDFFRUDUDRUDRFUUDLFFRBLBLBBBBLR	D  F' R2 F2 U2 F' D2 F  D2 R2 D2 L2 F2 U' F' L' B' D  B' D  R2	21	939	true
UUDDUDFUBDBRLRURRUUFRFFFDLBBBURDBFDLLLRULDLFLFBBRBLFRD	L2 R2 U  L2 B2 R2 D' L2 U' F2 D' R2 B' U  F2 U  F  D  R  F  R'	21	591	true
DBBDUBBDFLURLRDRLBRFUUFDRFFFLDUDBLFLLBUULLBRUDRFRBFURD	B' L2 B  L2 B' D2 B' R2 F' L2 D2 F' U  B  L' U  R  B  L  B2 F2	21	445	true
DRBRUDDLFDBUBRFUBFRDLUFLFDBUFLLDRRFUBDBFLBFURRULUBRLLD	R  F' L' R2 U' R2 F2 R2 U' R2 U' B2 F2 R2 F' R  B2 F2 D' B  R2	21	969	true
BFFFUDFDBULLBRDULURFLBFLRULFRFFDUDURDLDBLRLUUDRRRBDBBB	L2 B2 L  F  B2 D  R' F' L  U2 B  R2 B2 U2 B' D2 B' R2 F' L2 F	21	946	true
BFFFUFUUFRRRLRRRRLFBDLFUULBLDUDDDRFDLULBLBDBBULDUBRFDB	D2 B2 L2 D' L2 B2 D  L2 D' R2 D  B2 L  D  F' U2 R' D2 U' L' R	21	189	true
RFRBUFRUBULFDRUUBDFRLLFFDRLLDFRDDRLLBUULLDBBFDRDFBUBBU	L2 F2 U' L' U' B' L2 U  F  L2 F2 D  B2 U  F2 U  F2 R2 B2 R2 U	21	1356	true
UUUUUURDFDFFBRDDDRURLRFRDFBBDRLDBBLFFRBLLFLULRBLLBBDFU	U' D2 R2 U' F' B  L2 U' B  U2 R  L2 D2 R2 D2 F2 R' F2 B2 D2 F2	21	676	true
DFFBULDFULULDRBFFBFUBDFLUBRBDURDRUUDRLRDLFLBRDLBUBRLRF	U' D' R2 U' L' U  F' R2 B2 D2 L' U2 B2 L' B2 D2 B2 L2 F  D	20	483	true
RRDLUURDFLLBRRDRUDFFULFBLDFBRDFDBBRFUBUBLFDUURUBLBDLFL	L' F2 R2 D  F2 D' R2 U  B2 D  R2 U' R  F  D  B  F2 L' F'	19	101	true
UDFFUBBLULLDRRLLDURUBDFUBDDDLFUDRDRLRUUFLBLBRRFFFBRFBB	D' F2 L2 B' U2 L  D2 B  U' D2 F2 D2 L' F2 B2 L  F2 R  B2 D2 R	21	864	true
LFBLUFUBBRULLRRBFRFDUDFDDBDRRLLDDRBFFBLRLRUUBULDUBFDUF	R  B2 D2 L2 D2 R' U2 R  U2 B2 R' B' L' U  F' U' F  U2 R  D  F2	21	6130	true
RRRLULRDDLBDRRLBDFFBFDFBLFLDRUUDLRBUDFURLFBFBBUFUBDLUU	F' R' D  R2 F  R2 U2 B' U2 L2 D2 F2 L2 B' U  R  D  R' U' F2 R'	21	1875	true
UFRLUULDURBFBRFDFUURFRFLDDLRBBUDRLURLDFULBDRBDLBDBFBLF	L' U2 L  B2 L  U2 L  U2 R2 U2 L2 B  L  D  B' U  L  B' R' D' F'	21	5683	true
DFRBURDFFUUDFRLULBBDRRFUDRLLDFBDDULLFLLDLBRUFBRRUBBUFB	B  U' L2 F2 R2 U  R2 B2 U  R2 B2 R2 U' L  D  F2 L  B' L  R' U2	21	899	true
DURFUUFLBLBDBRLLUULBDDFRBBURDBFDRDDFLUUFLLRRUBLFFBDRRF	B2 R  D2 B2 R  U2 B2 L' D2 R  U2 B2 F' R  D  F' L  R2 U' R2 U2	21	2029	true
RFBBUDDUDBFUURLFLRFFLDFBFULLRDBDUBFDFLRBLRLRURLUDBDBRU	B  D2 R  D2 L  B  R2 D  U2 B2 R  L2 B2 L' U2 B2 D2 B2 R	19	592	true
DLFUULBDBUDUFRRDURLFLBFLDRRRDFUDBFFBLRDULDRLBLBFBBFURU	R' F' D  F2 L2 F2 L2 D  F2 U' R2 B2 U' R' F  D2 B' D  U2 L' R'	21	5373	true
DBDDULDBUFDLRRLFLURLLRFBURLLDDRDUUURFBBFLFFUBBURFBDBFR	D2 B2 U2 F' U2 B' U2 L2 F' U2 B  U2 L  D  R' U  B  L  R2 D  R	21	882	true
RDURULFUDBFRRRUUUUUBLDFDRRLDBFLDLDUBBFRDLBFBFBLDFBFLRL	F2 R2 U2 L2 F' U2 B2 U2 L2 F' R2 B' D' F  U  F2 L  U  B2 D2 R'	21	808	true
DLFBURUFDFBRURUFLUFLRRFRUFLLDDBDDBURRDLRLFDLBUUBBBDBFL	B  R' B2 U' B2 R2 F2 D  L2 R2 D  L2 F2 D2 R' F  U' R' D2 U2 B2	21	458	true
FDRLULLUDFBDURDUBLDFRFFLFDRDLBBDRURUUFBBLRLULBFRRBDBUF	L  D' F  R2 B  L2 D2 B' L2 F' D2 R2 B' R2 L' B  U' R2 F  U' L'	21	646	true
FLDBUFFFURLBRRDRBFDUFUFDDBBBLUFDRBFURDLULRLRLRUDLBBLDU	U2 B  D  R2 F2 U2 F2 U' B2 R2 F2 R2 F2 U  R' D  L' U2 B2 U2 B'	21	963	true
FLBRURBDRDFRLRRDUURFFBFUDFLLUBLDBLDLUBUULLUFFDDRDBRFBB	R  B2 F  R2 U2 B2 F2 D  B2 L2 D2 F' D  L  B' D2 L  R'	18	956	true
RLLFUUBDBUFFBRURBBRRLFFRFUDDRBRDLUDDDDUDLLFFLUUFBBLLBR	B2 U' R2 D2 U  B2 F2 U' F2 D' B2 L2 B' L' B2 U' B' F  D  L2 U	21	197	true
UBRLUBUFLFDUURLBLFFDDUFRLBDBRLRDUDDDBDLFLFBFUFURBBLRRR	U' R2 B2 L2 R2 U' R2 D  B2 F2 U' F  R  D' R  F2 R  B  U2 R2 B	21	1001	true
LRLUUUFLRDRDFRDLBDUFFBFRBDURFBFDLLDBDLRULRFUUFDBLBBRBU	L2 F2 R2 D2 F  U2 B' F' R2 F  L2 D2 R' D' U2 B' L  B2 U2 R  U2	21	1224	true
BRUDUFFBBLLFLRUBDFLLDBFUDFLLDUBDRBRDRBUDLRRUFRFUFBLRUD	L' U2 B2 U2 L2 B' U2 F' R2 D2 R2 D2 B2 L  B' L2 U  F  R2 B  U	21	1137	true
DRBUULLFUFBLRRFUULDLLLFBRFFUDRDDBFDDRRBULUDLBUDBRBFFBR	B' L' U  R  B' U' B' L' B2 D2 B2 U2 L2 D2 L2 F' U2 D2 F' L2	20	795	true
UUBRUURDRBFUFRDFLFFLDBFDLBUDLLRDUDRLLBULLURDBRRBBBFDFF	F  R2 D2 L2 B2 L2 F  U2 R2 U2 R2 B2 D' R2 U' L  U' F  U  L  B2	21	694	true
DLFUULBUFLURFRFRDULBUBFUDBBFLULDBFDBRRDFLRLFRUDBRBDLRD	R  L' U  D' R  B' D2 F  L' R2 U  D  R2 U  R2 B2 U' R2 U  B2 L'	21	5964	true
BRDFUUULURBRFRFLDLFDFLFUBLBRBDDDBBRDUDLBLURRUFFLLBRFUD	D2 B2 U' B2 D' R2 U  R2 U' F2 L' F  R2 U' R' D  U2 B' R' U'	20	1020	true
